Age	Temperature
0.862	12.5281333333333
0.864	12.7041333333333
0.866	11.4574666666667
0.868	9.26333333333333
0.87	9.38066666666667
0.872	8.86733333333333
0.874	9.46866666666667
0.876	8.9612
0.878	9.08733333333333
0.88	9.77373333333333
0.884	9.56546666666667
0.888	9.586
0.89	9.20466666666667
0.892	9.65933333333333
0.896	9.52733333333333
0.898	10.202
0.9	10.114
0.902	10.3193333333333
0.904	10.774
0.906	11.522
0.908	10.6713333333333
0.91	10.8766666666667
0.912	11.3078666666667
0.914	11.3313333333333
0.916	11.4633333333333
0.918	11.3782666666667
0.92	11.17
0.922	11.0262666666667
0.924	10.378
0.926	10.5657333333333
0.928	9.4012
0.93	9.95853333333333
0.932	10.2489333333333
0.934	10.8209333333333
0.936	10.8033333333333
0.938	11.4926666666667
0.94	11.214
0.942	11.6686666666667
0.944	11.9209333333333
0.946	11.9356
0.948	12.0646666666667
0.95	12.4694666666667
0.952	12.8801333333333
0.954	13.15
0.956	13.1969333333333
0.958	13.5489333333333
0.96	13.8012
0.962	13.7044
0.964	11.0233333333333
0.966	12.3374666666667
0.968	10.2108
0.97	10.3956
0.972	10.3956
0.974	11.214
0.976	11.1993333333333
0.978	11.6276
0.98	11.478
0.982	12.0998666666667
0.984	12.0558666666667
0.986	11.0673333333333
0.988	11.1054666666667
0.99	11.2433333333333
0.992	11.1788
0.994	10.7916
0.996	11.126
0.998	11.6745333333333
1	11.9678666666667
1.002	12.006
1.004	11.9092
1.006	11.2756
1.008	11.5513333333333
1.01	11.1582666666667
1.012	11.0438666666667
1.014	11.1612
1.016	10.994
1.018	11.6892
1.02	11.7126666666667
1.022	12.3404
1.024	12.49
1.026	12.1086666666667
1.028	12.3462666666667
1.03	11.9561333333333
1.032	11.6892
1.034	10.8414666666667
1.036	10.4073333333333
1.038	9.95853333333333
1.04	9.982
1.042	10.6508
1.044	10.1404
1.046	10.3046666666667
1.048	10.3897333333333
1.05	10.202
1.052	10.3516
1.054	10.4572
1.056	10.5158666666667
1.062	12.1732
1.064	11.9004
1.066	12.3433333333333
1.068	12.666
1.07	13.4169333333333
1.072	13.0473333333333
1.074	13.1676
1.076	12.6953333333333
1.078	12.226
1.08	12.5105333333333
1.082	11.9678666666667
1.084	11.39
1.086	11.6452
1.088	11.4193333333333
1.09	11.0644
1.092	11.4633333333333
1.094	11.6012
1.096	11.2433333333333
1.098	10.9353333333333
1.1	9.938
1.102	10.6126666666667
1.104	11.4310666666667
1.106	10.9558666666667
1.108	11.654
1.11	11.1054666666667
1.112	12.1849333333333
1.114	11.39
1.116	12.0852
1.118	11.4457333333333
1.12	11.4633333333333
1.122	10.4014666666667
1.124	9.586
1.126	9.8676
1.128	10.2958666666667
1.13	11.0028
1.132	10.3252
1.134	10.1257333333333
1.136	10.3398666666667
1.138	11.258
1.14	11.4046666666667
1.144	11.2022666666667
1.148	11.522
1.152	11.5484
1.154	11.962
1.156	12.7246666666667
1.158	12.0793333333333
1.16	12.842
1.162	12.5222666666667
1.164	12.8713333333333
1.166	12.6044
1.168	12.7833333333333
1.17	12.8508
1.172	12.0118666666667
1.174	12.49
1.176	12.3609333333333
1.178	12.3521333333333
1.18	12.4841333333333
1.182	12.3110666666667
1.184	12.2993333333333
1.186	12.314
1.188	10.4484
1.19	10.2870666666667
1.192	9.89693333333333
1.194	9.6652
1.196	9.46866666666667
1.198	10.1110666666667
1.2	9.77666666666667
1.202	9.88813333333333
1.204	10.1756
1.206	10.6214666666667
1.208	10.5833333333333
1.21	11.4633333333333
1.212	11.1846666666667
1.214	13.6046666666667
1.216	11.2726666666667
1.218	11.2198666666667
1.22	12.0998666666667
1.222	11.9708
1.224	12.578
1.226	12.3814666666667
1.228	12.1086666666667
1.23	12.4694666666667
1.232	13.3113333333333
1.234	13.1793333333333
1.236	12.9153333333333
1.238	13.6046666666667
1.24	12.6513333333333
1.242	12.666
1.244	12.7833333333333
1.246	10.818
1.25	9.79133333333333
1.254	9.938
1.256	9.20466666666667
1.258	10.9353333333333
1.26	10.906
1.262	11.3753333333333
1.266	11.566
1.27	11.478
1.272	11.874
1.276	11.9326666666667
1.278	12.314
1.28	12.6806666666667
1.282	12.5105333333333
1.284	12.3228
1.286	11.4926666666667
1.288	11.6246666666667
1.29	11.6246666666667
1.292	10.906
1.294	11.1406666666667
1.298	10.8766666666667
1.3	12.226
1.302	11.082
1.304	11.258
1.306	11.1846666666667
1.31	12.0646666666667
1.312	12.1585333333333
1.314	12.05
1.316	12.3345333333333
1.318	12.0881333333333
1.32	11.4545333333333
1.322	11.3372
1.324	10.9646666666667
1.326	11.0673333333333
1.328	10.818
1.33	9.79133333333333
1.332	11.8446666666667
1.334	10.8913333333333
1.338	11.5513333333333
1.342	11.874
1.344	12.27
1.346	11.9326666666667
1.348	11.5953333333333
1.35	13.2233333333333
1.352	11.8153333333333
1.354	12.842
1.356	13.4726666666667
1.358	14.3086666666667
1.36	13.898
1.362	12.4606666666667
1.364	13.194
1.366	12.5193333333333
1.368	11.9121333333333
1.372	11.7068
1.374	11.346
1.376	11.4046666666667
1.378	10.8473333333333
1.38	10.466
1.382	11.0086666666667
1.384	10.6801333333333
1.386	11.1406666666667
1.388	11.4926666666667
1.39	11.8886666666667
1.392	13.5166666666667
1.394	12.1673333333333
1.396	12.5486666666667
1.398	12.3873333333333
1.4	12.8566666666667
1.402	13.0913333333333
1.404	13.0473333333333
1.406	11.9326666666667
1.408	11.7273333333333
1.41	10.7006666666667
1.412	11.0673333333333
1.414	10.686
1.416	10.8678666666667
1.418	11.4486666666667
1.422	11.3313333333333
1.424	12.1878666666667
1.426	12.8713333333333
1.428	12.006
1.43	13.0473333333333
1.432	12.9593333333333
1.434	13.2233333333333
1.436	15.0126666666667
1.438	14.3966666666667
1.44	13.194
1.442	14.4406666666667
1.444	13.81
1.446	13.6633333333333
1.448	13.898
1.45	13.458
1.452	11.6393333333333
1.454	10.686
1.458	10.29
1.46	10.29
1.462	10.642
1.464	10.8766666666667
1.466	11.9326666666667
1.468	11.258
1.47	13.1206666666667
1.472	11.4046666666667
1.474	12.2553333333333
1.478	12.7246666666667
1.482	13.0473333333333
1.484	13.3113333333333
1.486	14.338
1.488	13.634
1.492	14.1913333333333
1.496	13.194
1.506	13.4286666666667
1.514	11.6686666666667
1.518	12.2348
1.52	12.578
1.522	11.8886666666667
1.524	12.9593333333333
1.526	12.2846666666667
1.528	11.9913333333333
1.53	10.3985333333333
1.532	11.6686666666667
1.534	10.862
1.536	12.0206666666667
1.54	11.082
1.542	11.258
1.544	12.4518666666667
1.548	11.874
1.55	12.314
1.554	11.3166666666667
1.556	11.6393333333333
1.56	11.61
1.562	13.3113333333333
1.564	12.446
1.566	12.5486666666667
1.568	12.7833333333333
1.57	12.402
1.572	11.0526666666667
1.574	10.9646666666667
1.576	11.1113333333333
1.578	10.8473333333333
1.584	11.434
1.586	12.0646666666667
1.598	11.874
1.6	11.698
1.602	12.226
1.604	11.9033333333333
1.606	13.018
1.608	12.93
1.61	12.3873333333333
1.612	13.0766666666667
1.614	12.1086666666667
1.616	12.6366666666667
1.618	11.698
1.62	12.1233333333333
1.622	11.874
1.624	12.49
1.626	12.402
1.628	12.1585333333333
1.63	11.5132
1.632	11.8153333333333
1.634	11.478
1.636	13.3406666666667
1.638	12.5985333333333
1.64	13.018
1.642	13.0913333333333
1.644	13.0766666666667
1.646	11.8446666666667
1.648	12.6073333333333
1.65	10.8766666666667
1.652	10.202
1.654	10.9646666666667
1.656	10.3486666666667
1.658	11.8828
1.66	11.4633333333333
1.662	10.5246666666667
1.664	10.9353333333333
1.668	11.4838666666667
1.67	10.7006666666667
1.672	10.3193333333333
1.674	11.7185333333333
1.676	11.0526666666667
1.678	11.9414666666667
1.68	12.0793333333333
1.686	12.7686666666667
1.688	12.314
1.692	12.6366666666667
1.694	12.6161333333333
1.696	11.874
1.698	13.546
1.7	11.9326666666667
1.702	11.9913333333333
1.704	10.8766666666667
1.706	10.202
1.71	11.5806666666667
1.712	11.874
1.714	12.4988
1.716	12.4694666666667
1.72	13.766
1.722	12.578
1.724	11.962
1.726	11.6686666666667
1.73	12.4313333333333
1.732	12.2553333333333
1.734	12.3286666666667
1.736	13.0913333333333
1.74	10.2313333333333
1.742	10.6126666666667
1.744	11.3166666666667
1.746	11.9033333333333
1.748	10.378
1.752	12.9886666666667
1.754	11.2433333333333
1.756	12.7246666666667
1.76	14.4406666666667
1.764	13.898
1.766	13.1646666666667
1.768	13.722
1.77	13.0473333333333
1.774	13.194
1.776	13.0766666666667
1.78	13.5753333333333
1.784	11.8153333333333
1.788	11.7273333333333
1.792	10.202
1.794	10.114
1.796	12.006
1.798	11.1406666666667
1.8	11.8886666666667
1.802	12.5193333333333
1.806	11.6833333333333
1.808	12.226
1.81	11.8266666666667
1.812	12.8166666666667
1.814	12.8533333333333
1.816	12.8166666666667
1.818	12.34
1.82	11.9366666666667
1.824	12.56
1.826	12.12
1.828	12.8166666666667
1.83	8.34333333333333
1.832	12.3876666666667
1.836	12.0943333333333
1.838	9.81
1.84	10.6166666666667
1.842	9.26
1.844	10.5323333333333
1.846	11.0016666666667
1.848	11.3866666666667
1.85	11.625
1.852	12.12
1.854	11.3133333333333
1.856	12.6883333333333
1.858	12.065
1.86	11.6543333333333
1.862	11.02
1.864	10.47
1.866	12.1933333333333
1.868	11.8633333333333
1.87	12.3766666666667
1.872	11.57
1.874	12.0723333333333
1.878	12.12
1.88	12.8716666666667
1.882	12.175
1.884	12.7433333333333
1.886	12.9266666666667
1.888	12.45
1.89	13.22
1.892	12.7983333333333
1.894	13.3116666666667
1.896	12.395
1.898	12.2556666666667
1.9	11.5333333333333
1.904	11.1666666666667
1.906	10.2133333333333
1.908	9.81
1.91	10.7266666666667
1.912	11.0933333333333
1.914	11.3133333333333
1.918	11.2216666666667
1.92	10.3966666666667
1.922	12.34
1.926	11.405
1.928	11.68
1.93	12.56
1.932	12.6333333333333
1.934	12.78
1.936	13
1.938	12.835
1.94	11.7533333333333
1.942	12.9266666666667
1.946	11.955
1.948	11.3133333333333
1.95	10.25
1.952	10.041
1.954	11.8633333333333
1.956	11.7166666666667
1.958	12.1456666666667
1.96	11.9843333333333
1.962	11.5516666666667
1.964	12.12
1.966	12.1566666666667
1.968	12.285
1.97	12.8533333333333
1.972	13.55
1.974	13.4766666666667
1.976	13.4766666666667
1.978	13.0366666666667
1.986	11.405
1.988	8.56333333333333
1.99	11.1666666666667
1.992	11.0933333333333
1.994	10.4333333333333
1.996	12.3033333333333
1.998	10.91
2	12.01
2.002	10.9833333333333
2.004	11.8266666666667
2.006	12.34
2.008	12.2116666666667
2.01	12.6333333333333
2.012	11.515
2.014	11.6066666666667
2.016	13.209
2.018	13
2.02	13.0733333333333
2.022	13.5866666666667
2.024	13.99
2.026	13.22
2.028	13.4143333333333
2.03	12.5416666666667
2.032	12.945
2.034	11.7533333333333
2.036	11.7533333333333
2.038	11.6323333333333
2.04	11.2766666666667
2.042	11.7423333333333
2.044	13.0366666666667
2.048	13.1466666666667
2.05	12.505
2.052	12.78
2.054	13.1833333333333
2.056	13.5316666666667
2.058	12.5966666666667
2.06	12.1676666666667
2.062	10.5433333333333
2.064	11.6433333333333
2.066	10.3233333333333
2.068	10.1033333333333
2.07	10.085
2.072	9.59
2.074	10.415
2.076	10.47
2.078	11.1666666666667
2.08	10.2683333333333
2.082	11.1666666666667
2.084	10.8
2.086	11.4233333333333
2.088	10.69
2.09	13.0366666666667
2.092	12.78
2.094	12.2043333333333
2.096	12.725
2.098	13.0733333333333
2.1	14.21
2.102	13.55
2.106	12.9083333333333
2.108	11.7533333333333
2.11	12.505
2.114	12.3766666666667
2.116	12.6516666666667
2.118	13.1356666666667
2.122	12.4133333333333
2.124	12.5416666666667
2.126	12.34
2.128	11.46
2.13	11.449
2.132	12.219
2.134	12.989
2.136	13.9166666666667
2.138	14.43
2.14	15.4823333333333
2.142	13.4766666666667
2.144	12.7433333333333
2.146	11.9733333333333
2.148	11.4966666666667
2.15	10.03
2.152	9.11333333333333
2.154	9.81
2.156	9.711
2.158	9.84666666666667
2.16	10.349
2.162	10.481
2.164	10.0666666666667
2.166	10.855
2.168	11.1483333333333
2.17	11.0933333333333
2.172	11.8266666666667
2.174	11.5883333333333
2.176	11.9
2.178	12.89
2.18	12.67
2.184	13.0183333333333
2.186	13.781
2.19	12.9743333333333
2.192	16.19
2.194	12.505
2.196	10.8366666666667
2.198	11.79
2.2	11.1483333333333
2.202	10.7266666666667
2.204	11.5443333333333
2.206	11.35
2.208	11.7423333333333
2.21	12.9266666666667
2.214	12.8166666666667
2.216	13.1833333333333
2.22	12.6333333333333
2.222	11.35
2.224	12.5233333333333
2.226	13.44
2.228	12.9523333333333
2.23	13.935
2.232	13.1173333333333
2.234	12.4976666666667
2.236	11.625
2.238	11.295
2.24	10.5543333333333
2.242	9.92
2.244	11.2766666666667
2.246	11.5076666666667
2.248	12.3033333333333
2.25	13.385
2.254	12.12
2.256	14.6866666666667
2.258	14.0633333333333
2.26	14.155
2.262	13.5133333333333
2.264	12.835
2.266	13.88
2.27	13.9533333333333
2.272	11.9733333333333
2.274	12.0466666666667
2.278	12.1566666666667
2.28	10.47
2.282	10.9943333333333
2.284	11.68
2.286	11.2766666666667
2.288	11.0933333333333
2.29	11.46
2.292	12.9266666666667
2.296	13.22
2.298	14.1916666666667
2.3	13.5133333333333
2.302	14.0156666666667
2.304	15.75
2.306	13.33
2.308	11.9366666666667
2.312	13.6966666666667
2.316	12.1016666666667
2.322	11.8633333333333
2.328	12.5233333333333
2.332	12.2666666666667
2.334	12.5233333333333
2.336	12.0356666666667
2.338	11.9843333333333
2.34	12.1933333333333
2.342	12.6956666666667
2.344	13.55
2.346	13.451
2.348	13.88
2.35	13.9166666666667
2.352	13.9166666666667
2.354	13.44
2.358	12.3033333333333
2.36	10.9833333333333
2.362	12.89
2.366	12.34
2.368	11.9733333333333
2.37	11.2766666666667
2.378	13.0183333333333
2.382	14.21
2.392	13.385
2.396	14.1916666666667
2.398	15.53
2.4	12.7983333333333
2.402	12.7433333333333
2.404	12.3033333333333
2.408	11.8633333333333
2.41	13.11
2.412	13.4766666666667
2.416	14.0633333333333
2.418	14.1733333333333
2.42	12.7433333333333
2.422	13.0366666666667
2.424	13.2823333333333
2.426	13.0366666666667
2.428	12.5123333333333
2.43	11.5883333333333
2.432	10.1766666666667
2.434	10.3966666666667
2.436	10.1033333333333
2.438	9.92
2.44	11.2766666666667
2.442	12.0466666666667
2.444	10.9466666666667
2.446	12.021
2.448	13.055
2.45	11.79
2.454	13.4033333333333
2.456	13.8616666666667
2.458	14.1366666666667
2.46	14.3933333333333
2.462	13.2566666666667
2.464	13.7333333333333
2.466	13.77
2.468	15.09
2.47	14.0633333333333
2.472	12.1933333333333
2.476	11.9
2.478	12.2666666666667
2.48	11.031
2.482	9.92
2.484	9.84666666666667
2.486	8.74666666666667
2.488	10.0116666666667
2.49	11.075
2.492	11.0566666666667
2.494	11.845
2.498	12.3766666666667
2.5	12.8716666666667
2.504	12.9156666666667
2.506	12.4866666666667
2.508	12.3583333333333
2.51	13.66
2.512	11.7166666666667
2.514	9.645
2.516	10.36
2.52	9.33333333333333
2.522	9.72566666666667
2.526	10.2866666666667
2.528	9.93833333333333
2.532	11.02
2.534	11.5956666666667
2.536	12.01
2.54	14.8333333333333
2.542	15.1266666666667
2.546	14.21
2.548	13.1833333333333
2.55	13.3666666666667
2.552	12.9266666666667
2.554	12.7433333333333
2.556	12.8533333333333
2.558	13.0733333333333
2.56	11.68
2.562	12.4316666666667
2.566	12.6883333333333
2.568	13.2933333333333
2.57	12.3766666666667
2.572	12.3766666666667
2.574	13.9166666666667
2.576	13.715
2.578	14.5143333333333
2.58	13.5866666666667
2.582	13.8323333333333
2.584	14.0266666666667
2.586	14.0083333333333
2.588	13.385
2.59	12.9266666666667
2.592	11.9
2.594	11.79
2.596	12.9376666666667
2.598	12.0723333333333
2.6	12.3033333333333
2.602	12.3766666666667
2.604	11.4123333333333
2.606	10.9833333333333
2.608	12.3326666666667
2.612	12.4023333333333
2.614	13.1833333333333
2.616	13.22
2.618	14.1
2.62	13.8066666666667
2.622	12.8056666666667
2.624	14.4116666666667
2.626	14.76
2.628	14.2943333333333
2.63	13.055
2.632	13.6123333333333
2.634	15.5666666666667
2.636	13.0513333333333
2.638	14.2833333333333
2.64	12.7543333333333
2.642	12.3986666666667
2.644	12.5233333333333
2.646	11.119
2.648	11.845
2.65	11.009
2.652	12.0576666666667
2.654	12.6956666666667
2.656	12.439
2.658	12.5233333333333
2.66	14.0156666666667
2.662	13.7076666666667
2.664	13.4033333333333
2.666	14.2393333333333
2.668	13.429
2.67	14.0633333333333
2.672	14.1
2.674	13.7773333333333
2.676	14.8223333333333
2.678	14.2613333333333
2.68	13.4033333333333
2.682	13.341
2.684	12.9743333333333
2.686	12.7323333333333
2.688	11.3683333333333
2.69	10.7633333333333
2.692	11.086
2.694	12.9156666666667
2.696	11.8193333333333
2.698	12.1456666666667
2.7	12.0356666666667
2.702	12.1823333333333
2.704	11.3793333333333
2.706	11.845
2.708	11.4783333333333
2.71	10.8843333333333
2.712	10.6423333333333
2.714	11.3243333333333
2.716	10.7083333333333
2.718	11.8633333333333
2.72	10.855
2.722	9.95666666666667
2.724	11.031
2.726	12.3033333333333
2.728	12.2226666666667
2.73	12.351
2.732	13.3776666666667
2.734	13.055
2.736	13.2933333333333
2.738	14.3933333333333
2.74	13.9643333333333
2.742	14.089
2.744	14.76
2.746	14.43
2.748	14.6573333333333
2.75	13.495
2.752	13.539
2.754	13.55
2.756	13.3923333333333
2.758	14.0853333333333
2.76	13.0476666666667
2.762	13.5133333333333
2.764	13.022
2.766	12.9743333333333
2.768	13.5206666666667
2.77	14.3933333333333
2.772	14.111
2.774	14.155
2.776	14.7966666666667
2.778	14.0633333333333
2.78	14.7966666666667
2.782	14.7526666666667
2.784	14.7416666666667
2.786	14.0266666666667
2.788	14.2833333333333
2.79	13.8433333333333
2.792	14.7966666666667
2.794	13.869
2.796	13.77
2.798	12.4133333333333
2.8	13.3116666666667
2.802	12.4683333333333
2.804	12.164
2.806	13.099
2.808	12.1126666666667
2.81	14.1366666666667
2.812	12.9193333333333
2.814	14.21
2.816	12.67
2.818	12.505
2.82	13.5976666666667
2.822	13.88
2.824	14.21
2.826	15.09
2.828	13.9166666666667
2.83	14.1476666666667
2.832	13.7883333333333
2.834	13.275
2.836	13.5683333333333
2.838	14.76
2.84	13.0733333333333
2.842	13.396
2.844	12.989
2.846	13.0073333333333
2.848	13.275
2.85	12.835
2.852	12.5306666666667
2.854	13.2016666666667
2.856	14.9066666666667
2.858	13.3373333333333
2.86	12.01
2.862	14.1733333333333
2.864	12.9633333333333
2.866	14.6133333333333
2.868	14.1366666666667
2.87	14.1
2.872	13.6966666666667
2.874	13.8726666666667
2.876	14.0266666666667
2.878	13.4876666666667
2.88	13.8066666666667
2.882	12.659
2.884	12.7066666666667
2.886	12.8716666666667
2.888	12.4866666666667
2.89	13.44
2.892	13.3666666666667
2.894	13.3006666666667
2.896	13.6233333333333
2.898	13.1686666666667
