Iteration	posterior	NumSpeciation	numExtinction	numMassExtinctions 
81500	-454.43641493065	4	1	2
81600	-445.353487732433	2	2	1
81700	-445.568248391233	2	2	2
81800	-443.817494684491	2	3	1
81900	-445.183873661207	2	3	2
82000	-451.021549835606	3	3	1
82100	-452.517771963063	3	5	2
82200	-455.36712989662	4	1	2
82300	-452.004835708607	4	1	2
82400	-443.595495714846	3	1	1
82500	-446.139657123546	4	1	1
82600	-446.965868587967	3	4	2
82700	-455.10955927636	3	3	2
82800	-448.403824782887	3	2	2
82900	-445.962036060712	3	2	2
83000	-443.795496934269	3	1	2
83100	-446.714798383719	3	4	2
83200	-450.611934686441	4	1	1
83300	-447.036567632623	4	3	1
83400	-447.952337056496	4	1	2
83500	-442.514769268828	3	2	1
83600	-454.073753315093	4	3	2
83700	-444.535641130695	3	1	1
83800	-451.542473095078	4	2	1
83900	-450.882125005354	3	1	3
84000	-455.643714491135	3	2	2
84100	-452.841952027356	3	2	3
84200	-446.942038471176	3	2	3
84300	-451.003226500356	3	3	4
84400	-448.771338769015	3	2	2
84500	-458.703363925407	5	1	1
84600	-444.440810188318	3	1	1
84700	-456.926358981738	3	1	1
84800	-453.352524628295	3	2	4
84900	-447.391655005311	2	2	2
85000	-449.440200791795	2	2	3
85100	-449.5269384418	2	3	1
85200	-449.130898353311	2	1	4
85300	-444.990059530021	3	2	1
85400	-453.817160494658	5	1	2
85500	-440.377060989789	3	3	1
85600	-452.257548437731	3	4	3
85700	-444.111933311149	4	1	1
85800	-456.921170296499	4	1	3
85900	-457.258841070802	5	2	3
86000	-443.608419974677	3	1	2
86100	-446.310622361484	3	4	2
86200	-452.710173381042	3	4	3
86300	-444.510845068052	3	2	3
86400	-446.804324796103	3	3	3
86500	-441.551445603465	3	2	2
86600	-446.059739039531	4	2	2
86700	-442.710565128416	3	1	2
86800	-459.394664533824	4	3	3
86900	-447.519862264491	4	1	2
87000	-443.992468854101	3	3	2
87100	-446.382244238575	3	2	2
87200	-447.314205636402	3	3	1
87300	-451.215240839798	3	3	2
87400	-446.441714006021	3	1	2
87500	-450.582773018267	4	1	2
87600	-447.42901404791	5	1	0
87700	-444.135992244356	4	1	1
87800	-449.586975023349	4	3	1
87900	-444.930240236064	4	3	0
88000	-459.489271761839	4	1	3
88100	-458.225998666581	4	1	5
88200	-455.349521795433	3	2	5
88300	-448.209656419175	4	3	2
88400	-452.674062257049	3	3	1
88500	-452.302527102047	3	4	2
88600	-450.103958579902	4	1	1
88700	-443.461308241262	4	1	1
88800	-450.770870031571	4	1	2
88900	-447.271069620953	5	2	0
89000	-441.803686587367	5	2	0
89100	-447.432771903587	4	3	1
89200	-448.594848223317	5	1	2
89300	-445.587036854078	4	1	0
89400	-457.306826762547	4	1	0
89500	-456.357184619743	4	1	3
89600	-451.371041762085	2	3	2
89700	-446.971659127138	3	1	2
89800	-445.406290358725	2	1	1
89900	-453.411413166393	2	3	4
90000	-442.572163973654	3	3	2
90100	-441.409391670282	3	2	2
90200	-450.112882110916	3	1	2
90300	-446.103185342239	3	2	1
90400	-448.259097838459	3	1	3
90500	-451.102492190683	4	1	1
90600	-453.400090730423	5	2	1
90700	-448.878312974621	3	1	2
90800	-453.9343539518	3	4	3
90900	-446.497453917889	4	1	1
91000	-445.68077875514	3	1	2
91100	-446.627891547323	3	1	2
91200	-457.500384903054	5	2	2
91300	-449.275624785187	5	3	0
91400	-465.592934556073	6	3	0
91500	-444.453234562047	5	3	0
91600	-441.94278364361	4	2	0
91700	-446.973132563612	4	2	1
91800	-449.318839763871	3	1	0
91900	-448.728145237695	4	3	1
92000	-449.41281801783	4	2	1
92100	-447.94733500012	5	2	0
92200	-448.93636724252	4	5	2
92300	-449.303148521222	4	1	0
92400	-450.44225312777	3	2	3
92500	-452.289339282347	3	3	0
92600	-446.59299545831	2	2	2
92700	-451.439213787215	2	3	3
92800	-450.066095782641	3	1	3
92900	-465.39554074437	5	2	2
93000	-449.312191833177	3	2	2
93100	-445.600461036711	3	1	1
93200	-441.581844297675	3	1	1
93300	-440.028717290627	3	3	2
93400	-447.425889096866	3	2	2
93500	-441.918004691712	3	1	1
93600	-448.02131270311	4	1	1
93700	-454.784121627889	3	1	3
93800	-448.583330844931	3	4	1
93900	-445.221122442452	4	1	1
94000	-448.262978447197	4	1	1
94100	-453.16838148155	3	1	3
94200	-442.28886986345	4	2	1
94300	-445.053681143951	2	3	4
94400	-446.02519322849	2	3	1
94500	-447.278383333238	2	2	3
94600	-468.053047112745	4	4	5
94700	-471.414936838433	3	4	5
94800	-449.272993410878	3	2	1
94900	-444.682897991445	3	3	2
95000	-448.925330552296	4	1	1
95100	-445.494188052661	4	4	3
95200	-447.49077659652	3	1	1
95300	-443.620648420516	3	2	1
95400	-449.597018819326	3	3	2
95500	-458.927207195546	4	2	4
95600	-452.452398076687	4	1	4
95700	-446.784130738491	4	3	1
95800	-447.528276277331	3	2	3
95900	-449.996157363087	4	2	0
96000	-447.447482525137	5	2	0
96100	-449.170130760356	5	3	1
96200	-444.827042131318	4	2	0
96300	-453.199576041387	5	1	1
96400	-461.022712367435	7	1	3
96500	-445.158041963278	4	2	0
96600	-444.598471318462	4	2	0
96700	-447.327164268118	4	2	2
96800	-456.129638680031	5	3	0
96900	-454.706236394726	6	3	0
97000	-447.644941132982	4	3	1
97100	-441.711602099316	4	3	0
97200	-448.97859204433	5	1	0
97300	-444.415884912199	4	1	1
97400	-448.315301544839	5	3	1
97500	-450.492976593334	4	2	1
97600	-455.417149095437	4	3	1
97700	-445.881345711208	6	1	0
97800	-450.805923528314	5	1	0
97900	-456.260724524971	4	2	1
98000	-449.20447665156	4	2	1
98100	-446.460042920996	3	2	2
98200	-444.93035102854	3	1	1
98300	-453.331494614602	5	1	2
98400	-451.419485332831	4	1	2
98500	-441.726182176956	3	1	2
98600	-444.706138541592	3	1	2
98700	-445.997877979223	3	1	2
98800	-447.106941652693	4	2	1
98900	-446.734745221597	3	2	1
99000	-455.472623041917	4	4	2
99100	-444.752290035427	4	3	1
99200	-444.296406667351	3	1	2
99300	-442.769931287025	3	1	1
99400	-446.561244526117	4	1	2
99500	-444.180577599078	3	3	3
99600	-451.848258846637	4	2	2
99700	-451.773754701804	4	1	3
99800	-452.902718032502	3	1	2
99900	-448.911685711892	3	3	2
1e+05	-452.46986343029	4	1	2
100100	-449.033695792665	3	3	1
100200	-450.879135152039	3	1	2
100300	-444.761049473701	4	1	0
100400	-445.003403555635	4	3	0
100500	-448.806161515644	4	2	1
100600	-451.477933069356	4	1	0
100700	-456.569078543953	4	2	2
100800	-446.098389701256	3	1	2
100900	-442.922985907536	3	1	2
101000	-448.353478369632	4	1	2
101100	-450.284944303818	4	1	1
101200	-450.721923030811	5	1	1
101300	-449.187737260637	5	3	0
101400	-455.919753061674	5	2	3
101500	-450.776383793329	4	2	0
101600	-459.05199708345	3	3	2
101700	-458.3205413139	5	1	0
101800	-450.8113560362	3	3	1
101900	-457.860533064833	3	3	1
102000	-446.149498004961	3	1	2
102100	-452.174871104226	3	1	3
102200	-453.380124605537	3	2	0
102300	-448.159699303088	3	2	1
102400	-443.751687419545	3	2	0
102500	-453.946512914902	2	4	0
102600	-452.362965594874	4	1	0
102700	-449.899543581944	4	1	0
102800	-454.028900428011	4	3	0
102900	-454.701336333047	4	2	1
103000	-453.051255808509	5	2	0
103100	-453.434057365847	2	1	2
103200	-454.290745090823	4	2	1
103300	-452.276007397112	3	3	2
103400	-447.035062565028	4	2	2
103500	-450.856275277003	5	1	0
103600	-444.60963582518	4	3	0
103700	-447.158420822983	4	1	1
103800	-446.443996027716	4	1	1
103900	-454.160532734225	4	5	1
104000	-446.882981757375	4	2	0
104100	-442.543916980104	4	3	0
104200	-443.671544147405	4	3	0
104300	-448.709481189546	4	2	1
104400	-457.029859601023	4	4	1
104500	-460.214826298871	3	3	0
104600	-455.367652487008	2	3	3
104700	-457.632054706649	2	4	4
104800	-447.159515795916	2	2	1
104900	-456.9300576681	2	2	6
105000	-460.930501125285	2	4	5
105100	-442.73300837634	2	7	1
105200	-445.823328851451	2	2	1
105300	-448.60595267194	2	3	3
105400	-452.035852670072	2	2	4
105500	-448.00976483751	2	3	4
105600	-455.203298189531	3	3	3
105700	-448.428718215767	2	1	3
105800	-447.12748070687	3	2	1
105900	-445.706185019895	3	2	1
106000	-455.376929783334	4	2	2
106100	-449.729485644138	3	4	2
106200	-460.640401429695	3	4	1
106300	-449.989682814623	2	2	2
106400	-445.592692707484	3	2	2
106500	-451.476641120245	3	2	1
106600	-444.909520146615	3	3	0
106700	-448.711022378277	3	2	1
106800	-457.624745226435	5	3	0
106900	-450.820957647335	3	2	1
107000	-449.362489359048	3	2	2
107100	-450.77852436016	4	2	1
107200	-446.069026996997	3	1	2
107300	-446.064646073063	3	1	2
107400	-460.578331098463	4	5	2
107500	-447.225156390894	4	2	2
107600	-445.399309849414	4	1	1
107700	-448.071546377764	4	3	1
107800	-447.41698311725	3	2	3
107900	-442.542172199527	3	2	2
108000	-444.94046391656	3	1	1
108100	-450.34082242754	3	2	2
108200	-449.555675052328	4	2	1
108300	-454.307220782924	6	2	2
108400	-458.307426631439	6	2	2
108500	-454.62361488818	4	4	1
108600	-444.842348966268	3	4	2
108700	-452.498586555162	4	1	2
108800	-442.566496922875	4	2	1
108900	-440.567602881198	3	2	1
109000	-447.917556770266	3	3	1
109100	-445.848553058292	4	1	1
109200	-442.826369923264	3	1	2
109300	-447.252584778345	3	1	3
109400	-444.09721131076	4	1	2
109500	-447.797170526993	4	2	2
109600	-443.758454741314	3	2	1
109700	-438.178691017335	3	1	1
109800	-438.160173554184	3	1	1
109900	-445.92861398077	5	3	2
110000	-457.696343555074	5	2	1
110100	-451.665308422544	3	1	3
110200	-450.622259057935	3	1	3
110300	-458.122559029479	2	1	5
110400	-456.03696247297	4	1	0
110500	-450.595067973369	3	5	2
110600	-444.632175217837	3	1	1
110700	-462.292599140414	4	3	2
110800	-460.730590719989	5	1	3
110900	-451.724552873547	3	2	1
111000	-446.005426308924	3	1	1
111100	-446.183269282326	4	2	1
111200	-441.808772094289	3	1	2
111300	-441.126017177453	3	2	2
111400	-448.386403726044	3	4	2
111500	-447.038755648808	3	1	1
111600	-450.331102595868	4	5	1
111700	-445.899520447611	4	2	2
111800	-445.304626311056	4	1	0
111900	-443.314248281903	4	1	1
112000	-450.255260117597	4	3	0
112100	-447.307021205194	4	3	0
112200	-443.978312622453	4	1	2
112300	-448.633624397226	4	2	1
112400	-444.503526227512	4	1	0
112500	-452.685550340671	5	1	0
112600	-451.087069464379	5	2	0
112700	-445.962746563566	4	2	0
112800	-451.617503632097	6	2	0
112900	-448.471519131387	4	1	1
113000	-461.090819515641	5	2	0
113100	-442.413056428983	4	2	0
113200	-443.989737441765	4	2	1
113300	-445.618212388909	4	2	0
113400	-441.659311521773	4	4	1
113500	-456.41501890632	6	1	1
113600	-449.228833629579	5	2	1
113700	-457.524717164428	5	2	1
113800	-452.021384806238	4	1	0
113900	-447.675125024736	5	3	1
114000	-449.073910701216	4	1	1
114100	-450.51490672178	4	1	1
114200	-457.673967157735	4	2	1
114300	-457.868542815856	6	1	1
114400	-457.218424190487	6	1	1
114500	-445.195822562694	4	2	0
114600	-443.722890651646	4	2	0
114700	-441.869025338627	4	2	0
114800	-443.936288268258	4	1	1
114900	-443.328665780526	4	2	0
115000	-441.110256780123	3	2	1
115100	-445.481006895415	3	3	2
115200	-451.159221141835	4	1	2
115300	-444.631847938844	4	3	2
115400	-452.395722785456	4	1	2
115500	-454.007683545017	5	1	2
115600	-445.265146542935	3	1	2
115700	-448.122794069889	3	1	2
115800	-456.589069426265	5	1	3
115900	-452.202253601644	5	2	2
116000	-449.223628351957	3	2	2
116100	-450.261762835649	3	3	3
116200	-448.965729922363	3	1	2
116300	-443.597938460811	3	1	1
116400	-460.159927732881	5	1	3
116500	-443.924072876439	4	3	1
116600	-445.88164761956	4	1	1
116700	-449.222621267459	4	1	1
116800	-456.786065469461	5	3	2
116900	-452.667251084142	5	1	1
117000	-445.987770382352	4	1	2
117100	-444.919326667923	3	4	2
117200	-443.8016929661	3	1	2
117300	-442.955390491908	3	2	2
117400	-450.395114773798	3	1	3
117500	-441.014349243355	3	1	2
117600	-457.061982288294	4	2	2
117700	-456.933008154571	4	2	3
117800	-451.854880682408	4	1	3
117900	-449.175495789115	4	1	3
118000	-450.816778543284	3	3	2
118100	-452.471610460315	3	6	2
118200	-447.746433832882	4	1	1
118300	-445.561607927791	4	2	0
118400	-444.530387069261	4	2	1
118500	-449.50763183006	5	3	0
118600	-443.8118192938	4	2	0
118700	-454.451938290182	5	2	0
118800	-447.082271923602	3	3	2
118900	-460.044494273543	6	2	2
119000	-446.32069878836	3	2	1
119100	-452.236887255891	2	4	1
119200	-450.375330619371	5	1	0
119300	-450.876223551617	4	1	2
119400	-453.373235316681	6	2	1
119500	-441.211058815504	4	1	2
119600	-443.429399811535	4	4	1
119700	-447.209308825553	3	2	2
119800	-452.391256596047	4	1	1
119900	-464.874770145357	5	1	1
120000	-445.445095775128	2	3	1
120100	-452.683667619542	3	2	1
120200	-447.637155938756	4	2	2
120300	-453.383283720821	4	1	2
120400	-447.72077519321	4	3	2
120500	-453.990363939621	3	2	4
120600	-454.551040959788	5	1	2
120700	-462.78305039067	4	4	4
120800	-442.979476398017	4	2	1
120900	-450.797367651117	4	1	4
121000	-447.092582525135	3	1	2
121100	-461.349731454873	5	2	3
121200	-456.112533226175	5	1	1
121300	-474.829718322027	6	1	6
121400	-444.258385475308	4	2	1
121500	-454.396473929112	5	3	0
121600	-448.039289476537	4	2	1
121700	-447.888950692616	4	2	1
121800	-458.644802229576	5	1	3
121900	-456.882830950491	5	2	2
122000	-448.119335286168	3	2	2
122100	-451.12322527449	5	2	0
122200	-442.044750586453	3	4	1
122300	-450.252465266674	5	2	0
122400	-445.122736037776	4	2	0
122500	-451.351468909009	5	2	0
122600	-453.342711253517	5	1	0
122700	-450.902528583556	4	1	0
122800	-448.041783590765	4	2	0
122900	-447.691144680647	4	1	0
123000	-444.488103998973	5	2	0
123100	-449.295335009737	5	2	0
123200	-443.202850496574	4	1	0
123300	-454.532063330998	3	2	1
123400	-449.848159115485	3	3	1
123500	-459.780114379891	5	3	2
123600	-447.231282444519	3	3	0
123700	-458.208901947392	5	3	1
123800	-448.476655275457	3	2	1
123900	-446.152442364887	3	1	0
124000	-443.304523487624	3	2	1
124100	-441.598858249825	3	2	3
124200	-454.342021367144	5	1	2
124300	-446.754785483741	4	1	0
124400	-445.086503507807	4	3	1
124500	-452.493811699018	5	3	1
124600	-447.560493982178	4	2	1
124700	-446.025823668285	4	2	1
124800	-452.538111246237	4	1	0
124900	-454.028234481242	5	2	0
125000	-455.952906623801	5	4	1
125100	-449.233787197214	5	1	0
125200	-443.027907801893	4	1	1
125300	-442.415468944836	4	2	0
125400	-460.386552051754	7	3	0
125500	-449.908420538367	4	3	0
125600	-456.043824614342	4	3	1
125700	-448.43656004953	4	2	1
125800	-446.222895428421	3	1	3
125900	-447.478535273281	4	3	2
126000	-451.40238556715	4	3	2
126100	-446.470406409973	4	3	2
126200	-454.594713416529	3	1	5
126300	-445.799328034544	3	1	2
126400	-450.756030830222	4	2	2
126500	-443.501268243878	4	2	1
126600	-460.047617717606	4	3	2
126700	-444.725301327128	3	1	3
126800	-443.997118908864	3	2	3
126900	-451.0923476919	4	2	4
127000	-443.324019210601	3	4	2
127100	-447.46163356402	3	1	2
127200	-448.43202515615	3	2	2
127300	-447.883655683703	3	4	1
127400	-443.305997069462	3	4	1
127500	-444.132134439821	3	3	2
127600	-447.649849201133	5	3	2
127700	-444.639208558766	4	1	1
127800	-451.47757423729	4	3	1
127900	-447.261559914812	4	3	2
128000	-445.708494426303	3	1	2
128100	-443.381023478189	4	1	2
128200	-447.158101596845	3	3	1
128300	-454.904858774662	5	1	3
128400	-450.762059358193	5	2	1
128500	-447.621554633919	3	2	1
128600	-446.45328047132	3	4	1
128700	-451.728217737586	4	1	1
128800	-448.536753827939	4	2	2
128900	-449.2926332216	5	3	1
129000	-450.050837548094	4	1	2
129100	-440.074970885932	3	2	2
129200	-445.086265014778	3	1	1
129300	-454.203798070259	4	2	3
129400	-451.481299249329	4	2	1
129500	-453.379897565261	3	2	2
129600	-449.799978346765	3	2	2
129700	-449.598150133588	3	1	4
129800	-444.178760604213	3	1	3
129900	-449.250331667932	3	2	3
130000	-441.351512092286	3	1	2
130100	-455.555314189824	3	4	4
130200	-451.226279506614	3	3	3
130300	-448.095184836812	4	1	2
130400	-446.621515950215	3	2	2
130500	-451.82627066276	4	2	2
130600	-451.854797725245	3	3	1
130700	-449.976744386557	3	3	4
130800	-452.041432574686	3	1	2
130900	-454.766590137835	4	2	4
131000	-448.622511407075	3	1	2
131100	-452.653506984913	3	2	4
131200	-444.748622256701	3	4	3
131300	-451.91080614606	3	1	3
131400	-456.959869926408	3	3	4
131500	-447.199591754966	3	2	3
131600	-451.010260624215	6	2	2
131700	-444.861157187502	3	2	2
131800	-446.312912726072	3	2	3
131900	-456.076606777685	4	1	2
132000	-449.474567392491	3	2	2
132100	-447.48208922553	4	2	1
132200	-459.786660574468	3	6	3
132300	-451.049889174195	3	3	1
132400	-449.488029579544	4	1	3
132500	-449.580369564164	4	2	1
132600	-449.851584943809	4	2	1
132700	-453.806651553944	5	3	0
132800	-452.754853661114	4	1	2
132900	-449.110735625736	4	3	0
133000	-445.486843264363	5	2	0
133100	-445.655925580041	4	2	0
133200	-444.955069858479	4	3	2
133300	-440.098200596234	4	2	0
133400	-455.353656837992	6	1	0
133500	-457.028130103646	4	5	1
133600	-446.501447923132	4	2	0
133700	-459.817092426054	5	1	2
133800	-456.387722892059	3	4	3
133900	-449.355163000213	3	1	2
134000	-445.57670527578	3	3	1
134100	-446.213302554411	3	2	1
134200	-450.406051606731	4	2	2
134300	-455.05391964482	4	2	1
134400	-446.777167625822	4	2	0
134500	-452.888361798226	5	1	2
134600	-446.642287478679	4	1	0
134700	-449.490371588934	4	1	0
134800	-445.372409834403	4	2	0
134900	-455.446139932079	6	3	1
135000	-453.434081213143	4	3	1
135100	-450.817659981594	3	2	1
135200	-445.435522130004	4	4	1
135300	-449.487537052119	4	2	0
135400	-450.964222397079	4	2	0
135500	-451.60898334373	4	1	3
135600	-446.457114926031	3	3	1
135700	-449.672175948622	3	1	2
135800	-453.716560262657	3	2	1
135900	-449.32132269015	4	3	1
136000	-451.767139814209	5	1	0
136100	-455.472382571027	5	2	2
136200	-453.515787726215	5	3	0
136300	-452.730124597486	4	1	2
136400	-444.105261543798	4	1	0
136500	-457.704907188242	6	3	0
136600	-446.351335675031	4	1	0
136700	-453.828941645146	5	3	2
136800	-445.834923289825	4	2	1
136900	-448.079998615122	4	1	0
137000	-459.509842692871	5	2	2
137100	-441.749072119732	3	2	1
137200	-450.549749004611	3	2	2
137300	-442.552832516754	3	1	1
137400	-460.333893377442	6	1	2
137500	-449.565573000598	4	2	2
137600	-446.301102870327	3	4	3
137700	-455.038026983848	4	2	3
137800	-452.319963423141	4	1	2
137900	-456.140968839764	4	2	3
138000	-443.479389641062	3	2	2
138100	-452.40720778741	3	1	1
138200	-447.341195974976	4	4	1
138300	-453.258877203359	3	4	2
138400	-453.294256160511	5	2	2
138500	-450.787230689731	3	3	2
138600	-447.222235928711	3	1	3
138700	-446.999078509318	3	2	2
138800	-449.962160785121	4	4	2
138900	-441.333235878373	3	1	2
139000	-448.216643260963	4	2	3
139100	-460.605705826041	4	4	3
139200	-458.792649234534	4	2	5
139300	-454.246187289476	3	2	4
139400	-455.353193896741	3	6	3
139500	-452.583574680967	4	2	3
139600	-447.973568371295	3	3	1
139700	-447.546704204262	3	3	1
139800	-447.492799875146	3	2	2
139900	-460.08792200889	3	3	2
140000	-454.999134047949	2	3	2
140100	-449.603989729121	3	4	2
140200	-456.636317952978	2	1	3
140300	-456.953633733851	2	1	4
140400	-453.352478910604	2	1	3
140500	-440.148280419865	3	2	1
140600	-447.596853730246	3	3	1
140700	-443.818607252896	3	2	1
140800	-453.332858506224	4	4	1
140900	-447.317419295545	4	1	3
141000	-448.712416179418	3	2	4
141100	-440.902318690079	3	2	2
141200	-439.540012815812	3	3	1
141300	-446.161395333741	3	2	2
141400	-454.357029219252	3	2	1
141500	-456.174417343988	3	3	5
141600	-451.942392031308	4	1	3
141700	-446.940965658887	4	2	1
141800	-444.629062642181	4	1	1
141900	-448.797139178839	3	1	2
142000	-447.169197412011	3	3	1
142100	-454.462403980935	4	2	5
142200	-442.117455363149	3	1	1
142300	-444.752144935064	3	1	2
142400	-447.832065296032	5	2	2
142500	-447.495617713439	3	4	1
142600	-444.621771873034	3	2	2
142700	-454.039567096514	5	3	3
142800	-442.64116142743	3	2	2
142900	-439.777399076645	3	2	1
143000	-457.728200070567	5	3	2
143100	-446.9571841447	3	2	1
143200	-445.418784820634	3	2	2
143300	-439.100980682817	3	2	1
143400	-442.83004746187	3	3	1
143500	-447.08689296904	3	2	2
143600	-451.218139315865	4	2	2
143700	-440.610960988135	3	2	1
143800	-455.799089556277	3	1	3
143900	-448.437230086407	3	3	1
144000	-452.275100681975	4	2	2
144100	-450.931261813664	5	3	1
144200	-450.705363131072	5	2	1
144300	-449.041024652967	5	2	1
144400	-449.249129480822	5	1	1
144500	-453.818894213071	6	2	1
144600	-445.40563401151	4	2	0
144700	-446.839205886071	4	2	2
144800	-452.192836470839	5	1	1
144900	-451.04482983366	3	1	0
145000	-456.662024454217	4	3	1
145100	-454.642076264857	4	2	2
145200	-450.485830094039	3	3	2
145300	-454.941944829386	6	4	0
145400	-442.918227360715	4	2	1
145500	-445.199853513881	5	1	0
145600	-444.901163436658	4	2	1
145700	-455.024103717391	3	1	2
145800	-446.3930209597	3	1	1
145900	-458.883360303502	3	2	0
146000	-453.340660887115	4	1	0
146100	-453.175084857922	3	2	2
146200	-446.024216894001	4	2	1
146300	-454.302509290489	5	3	1
146400	-447.629118073647	4	4	0
146500	-455.570645657545	5	2	1
146600	-448.482754541484	4	4	0
146700	-453.758539196789	6	2	0
146800	-449.138013302608	3	2	0
146900	-454.479793460562	4	2	0
147000	-456.316521582486	4	2	2
147100	-451.866915184018	4	1	2
147200	-450.963441224591	4	2	0
147300	-441.732346794939	4	2	0
147400	-441.368967304517	4	3	0
147500	-449.516779631566	4	1	2
147600	-443.859288053251	4	3	1
147700	-446.547724723262	5	2	1
147800	-449.103373243314	3	1	1
147900	-451.600870785801	2	4	0
148000	-449.754357889153	5	3	1
148100	-449.040182823007	6	2	1
148200	-448.581195777859	5	3	1
148300	-446.728557652393	3	2	3
148400	-443.357480154377	4	1	0
148500	-439.995396437281	4	2	0
148600	-459.415690493663	5	1	1
148700	-451.565301692934	5	2	1
148800	-454.256484053077	5	1	2
148900	-448.545375021869	4	2	3
149000	-449.994799671086	4	2	1
149100	-445.14740750365	3	1	2
149200	-447.907835797025	3	2	1
149300	-449.328767278867	4	2	2
149400	-460.004678135457	4	6	1
149500	-453.679977189119	5	3	2
149600	-448.975475299826	4	2	1
149700	-449.385850366081	4	1	2
149800	-443.236327333276	4	2	1
149900	-447.586148842756	4	1	0
150000	-453.349674576767	4	1	3
150100	-454.499753363978	4	4	1
150200	-446.568259612426	4	2	0
150300	-449.555068659578	4	3	1
150400	-453.775381959155	4	2	1
150500	-444.818514122208	4	1	0
150600	-453.647389239473	6	1	1
150700	-447.145218194433	5	3	0
150800	-450.154944888956	4	3	2
150900	-443.415659113584	4	1	1
151000	-447.236964203732	6	2	0
151100	-442.153371614963	4	3	0
151200	-452.299590107109	5	1	1
151300	-457.897475635318	6	3	2
151400	-453.195806546544	4	3	1
151500	-454.078641720566	4	1	0
151600	-453.356152169749	4	1	2
151700	-455.138160675054	3	3	1
151800	-467.05468923039	5	5	1
151900	-447.645683665934	3	1	3
152000	-449.433145599877	4	3	0
152100	-449.018598056542	4	2	0
152200	-443.106756014924	4	2	0
152300	-451.798703408019	5	2	2
152400	-446.18130794102	4	2	0
152500	-446.337188549305	5	2	1
152600	-447.422543249959	4	1	0
152700	-452.120794841103	4	4	2
152800	-450.930453614991	4	2	2
152900	-455.492207159195	4	1	1
153000	-448.985565240802	4	1	0
153100	-445.901929830917	3	2	1
153200	-449.648209977986	5	1	0
153300	-447.980911155497	4	1	0
153400	-454.485394673516	4	4	0
153500	-457.932233817609	5	2	0
153600	-446.844285732291	4	1	0
153700	-448.348474406573	4	2	0
153800	-453.256081657692	5	3	2
153900	-443.645065662987	4	2	0
154000	-447.376991837746	4	1	1
154100	-457.732562331288	5	3	2
154200	-447.02345890852	5	2	1
154300	-449.153783889798	5	1	0
154400	-450.84601533342	4	2	0
154500	-457.389216663505	6	1	0
154600	-451.522958472742	3	4	0
154700	-450.811200529555	3	2	1
154800	-458.628532164827	6	1	0
154900	-444.381373793816	4	2	0
155000	-457.225896677948	5	1	1
155100	-444.19889096223	4	2	0
155200	-444.553050604302	4	1	1
155300	-447.436322078094	5	3	1
155400	-444.407190764218	4	1	0
155500	-445.915889559919	4	1	2
155600	-448.330109788346	4	1	1
155700	-441.076241143868	4	3	0
155800	-446.294864598103	4	2	1
155900	-450.527401902268	4	3	2
156000	-453.019136867838	3	3	3
156100	-446.908033044437	3	2	2
156200	-449.603929785276	3	4	2
156300	-452.445892934922	2	1	3
156400	-450.31821517609	2	2	1
156500	-454.239551405417	3	2	4
156600	-451.305619390218	2	1	3
156700	-453.760697582527	3	4	3
156800	-445.246340121621	2	2	2
156900	-442.398565752375	2	3	1
157000	-445.061460908894	2	2	1
157100	-449.281379606748	3	1	2
157200	-448.06200753183	4	2	2
157300	-453.54064280825	3	2	5
157400	-449.924231070856	3	3	2
157500	-446.951127741304	2	2	1
157600	-450.877124953631	2	4	1
157700	-451.222887005568	2	3	1
157800	-452.227786831855	5	1	2
157900	-440.006863671898	3	2	1
158000	-452.842317647997	4	1	3
158100	-445.721356592409	3	1	1
158200	-453.366934831953	4	3	1
158300	-444.869942373219	3	1	2
158400	-449.219816992197	4	2	2
158500	-456.949387496761	4	1	2
158600	-451.267978391548	3	1	2
158700	-442.761495531976	3	2	1
158800	-449.400163700627	4	3	1
158900	-449.073740269286	2	1	3
159000	-444.67757417103	2	3	1
159100	-455.153252543797	2	3	1
159200	-453.999675109336	2	2	2
159300	-453.170530716746	3	2	3
159400	-452.387310961687	4	1	2
159500	-453.909703882803	3	3	3
159600	-439.848733037424	3	2	1
159700	-440.832695043504	3	2	2
159800	-442.813371243779	3	2	2
159900	-441.547498135831	3	1	2
160000	-442.013277578903	4	1	1
160100	-448.933045373605	3	2	2
160200	-449.233394949014	3	1	2
160300	-452.054391102134	3	1	3
160400	-451.252109261645	3	1	2
160500	-444.486890143898	3	2	1
160600	-456.728938645657	6	2	2
160700	-448.021147794337	3	2	3
160800	-443.180036673427	3	1	2
160900	-447.113944444838	3	1	3
161000	-450.226682999016	4	2	3
161100	-451.155742618475	3	1	3
161200	-448.862808194446	3	4	1
161300	-451.855397486262	4	5	1
161400	-445.900219616411	3	2	1
161500	-459.661923438586	5	2	2
161600	-457.375261931545	4	3	6
161700	-443.554287714288	3	3	1
161800	-444.833369886567	3	2	1
161900	-451.097343745537	3	4	2
162000	-448.226552589187	4	2	2
162100	-453.780958937648	3	2	4
162200	-450.185917649931	4	2	3
162300	-446.680335509704	4	1	2
162400	-446.52927227333	4	1	1
162500	-447.951680063787	3	1	1
162600	-445.016480200966	3	1	2
162700	-444.844207288834	3	1	2
162800	-446.219107302534	3	1	2
162900	-444.773507669287	3	4	1
163000	-455.751235989828	5	2	2
163100	-452.01153462518	4	2	0
163200	-457.268482583945	4	3	0
163300	-458.582489354553	4	3	0
163400	-443.354738007709	3	2	1
163500	-439.483447562616	3	2	1
